Bavarian dialect,German,Meaning,Factual similarity,Grammar differs?,Reasons?
As Gebiet vo da Gmoa hod scho vo 1920 bis 1939 za da poinischn Woiwodschoft Pommerellen ghead.,Das Gebiet der Gemeinde gehörte bereits von 1920 bis 1939 zur polnischen Woiwodschaft Pommerellen.,5.0,,True,
Ea is a im kyrillischn Oiphabet dea jakutischn Sproch in Vawendung.,Er ist der sechste Buchstabe des abchasischen Alphabets (IPA-Aussprache ) und ist auch im Alphabet der jakutischen Sprache in Verwendung.,3.0,Different details,False,
"Im Gmoagebiet bfindd se die ""Arena Loire"", a Spoathoi mid 6500 Pläz.","Im Gemeindegebiet befindet sich die ""Arena Loire"", eine Sporthalle mit 6500 Plätzen.",5.0,,False,
Unterafferbach is a Ortstei vom Moakt Goldbach im bayerischn Landkroas Aschaffenburg.,Unterafferbach ist Ortsteil des Marktes Goldbach im bayerischen Landkreis Aschaffenburg.,5.0,,False,
"De Nochboagmoana san: Barzio, Cassina Valsassina, Morterone, Taleggio (BG) und Vedeseta (BG).","Die Nachbargemeinden sind Barzio, Cassina Valsassina, Morterone, Taleggio (BG) und Vedeseta (BG).",5.0,,False,
De Afteilung grousa Datein af mehra Archive is ned voagseng.,Die Aufteilung großer Dateien auf mehrere Archive ist nicht vorgesehen.,5.0,,False,
Am 22. Meaz 1913 is'a de Streckn Concepción - Talca gflong.,Am 22. März 1913 flog er die Strecke Concepción – Talca.,5.0,,True,
Marienweiher is a Ortstei vo da Gmoa Marktleugast im obafränkischn Landkroas Kulmbach in Bayern.,"Marienweiher ist ein Gemeindeteil des Marktes Marktleugast im Landkreis Kulmbach (Oberfranken, Bayern).",4.0,,False,different words
De Spoatla startn haptsechli vo de Hähn van Markstein und's Drumont.,Die Sportler starten hauptsächlich von den Höhen des Markstein und des Drumont.,5.0,,False,
"Im Voiksmund werd da Ort ""Hemsbich"" oda aa ""Hennsbich"" gnennt.","Im Volksmund wird der Ort ""Hemsbich"" oder auch ""Hennsbich"" genannt.",5.0,,False,
Om 1. Mai 1978 is de bis dohi sejbstständige Gmoa Biberbach eihgliedad worn.,Im Zuge der Gebietsreform in Bayern wurde am 1. Mai 1978 die Gemeinde Biberbach eingegliedert.,3.0,Different details,True,
Vertova liegt am westlichn Ufa vom Serio im zuaghearign Valle Seriana.,Vertova liegt am westlichen Ufer des Serio im zugehörigen Valle Seriana.,5.0,,False,
Schlittenhart is a Ortstei vo da Stod Treuchtlingen im Regiarungsbeziak middlfränkischn Landkroas Weißenburg-Gunzenhausen in Bayern.,"Schlittenhart ist ein Gemeindeteil der Stadt Treuchtlingen im Landkreis Weißenburg-Gunzenhausen (Mittelfranken, Bayern).",4.0,The dialect sentence adds details,False,different words
Alna is a estlicha Stodtei vo da norwegischn Haptstod Oslo.,Alna ist ein östlicher Stadtteil der norwegischen Hauptstadt Oslo.,5.0,,False,
Da Ringelbach is a Boch im middlfränkischn Landkroas Weißenburg-Gunzenhausen.,Der Ringelbach ist ein Bach im mittelfränkischen Landkreis Weißenburg-Gunzenhausen.,5.0,,False,
"Draust hods a Feiagfecht gehm, Cole, Bob und da Jim Younger san ogschossn gwen.","Beim Verlassen der Bank wurden in einem Feuergefecht die draußen stehenden Bandenmitglieder Cole, Bob und Jim Younger verletzt.",3.0,The dialect sentence misses details,True,
The American Heritage Dictionary of the English Language (AHD) is a Weatabuach vo da englischn Sproch.,The American Heritage Dictionary of the English Language (AHD) ist ein Wörterbuch der englischen Sprache.,5.0,,False,
"De Nochboagmoana san Baldichieri d’Asti, Cantarana, Castellero, Dusino San Michele, Maretto, Monale, Roatto, San Paolo Solbrito und Tigliole.","Die Nachbargemeinden sind Baldichieri d’Asti, Cantarana, Castellero, Dusino San Michele, Maretto, Monale, Roatto, San Paolo Solbrito und Tigliole.",5.0,,False,
"Da Bezirk hod a Fläche vo 2367 Quadratkilometa, dovo san 0 Quadratkilometa Wossafläche.","Das County liegt im Westen von Kansas, grenzt an Colorado und hat eine Fläche von 2367 Quadratkilometern ohne nennenswerte Wasserfläche.",3.0,The dialect sentence misses details,False,
De Tiakn hom mid 3000 Kamö umma 300 Gschitz und Munizion midgfiat.,Von den mehr als 3500 bewaffneten Bürgern der Stadtmiliz blieben lediglich 300 bis 400 zurück.,1.0,,False,
"Esselbach woar 1939 oane vo de 47 Gmoana im Landkroas Marktheidenfeld (Kfz-Kennzeichn ""MAR"").",Esselbach war nun eine der 47 Gemeinden im Landkreis Marktheidenfeld.,4.0,The dialect sentence adds details,False,
Da middlare Obfluss betrogd 51 m³/s.,Der mittlere Abfluss beträgt 51 m³/s.,5.0,,False,
Des passiat mid Hosts-Datein vo vaschiedane Quelln de AdAway automadisch kombiniad.,"Dies geschieht mit Hilfe von Hosts-Dateien von verschiedenen Quellen, die automatisch kombiniert werden.",4.0,The dialect sentence adds details,True,
Leuthenmühle is a Ortstei vom niedabayerischn Moakt Ruhmannsfeldn im Landkroas Reng.,Leuthenmühle ist ein Ortsteil des niederbayerischen Marktes Ruhmannsfelden im Landkreis Regen.,5.0,,False,
"Om hod's Eihwohna, af ana Fläch vo 341 km² zehjd.","Am zählte sie Einwohner, auf einer Fläche von 341 km².",,,False,both are incomplete
Dea Flammpunkt liagt bei 96 °C.,Der Flammpunkt liegt bei 96 °C.,5.0,,False,
A Stamm (‚Phylum‘) is in da biologischen Systematik a hierarchische Rangstuafa.,Der Stamm ist in der biologischen Systematik eine hierarchische Rangstufe der Taxonomie.,4.0,Different details,False,
Da Vizepredident vo da USA is imma da President vom Senat.,Der Vorsitzende des Senats bekleidet einen Sitz vor dem Plenum.,2.0,,False,
"Da ""Rohrwiesenbach"" entspringt zwischn da A 3 und da ehemolign B 8, direkt an da ""Raststätte Spessart"", im ""Rohrbrunna"".","Der ""Rohrwiesenbach"" entspringt zwischen der Bundesautobahn 3 und der ehemaligen Bundesstraße 8, direkt an der ""Raststätte Spessart"", im ""Rohrbrunnen"".",5.0,,False,synonym used
Berihmt is s duach de Schlocht aufm Lechfeld (955) worn.,Berühmt geworden ist es durch die Schlacht auf dem Lechfeld (955).,5.0,,False,
Pattadakal is a Oatschoft im Bundesstoot Karnataka in Indien.,"Pattadakal (auch ""Pattadakall"", ) ist ein Ort mit ca. 2.500 Einwohnern im Distrikt Bagalkot im südindischen Bundesstaat Karnataka.",3.0,The dialect sentence misses details,False,
"De Barone (Freiherrn) vo Königsfeld hamm se ganz schee gmausert, es hod ned lang braucht, na hanns Reichsgrafn gwen (1685).",Das Schloss erlebte seine Blütezeit unter dem Reichsgrafen Johann Georg II. von Königsfeld († 1750).,2.0,,False,
"Da Zentbach is a knopp nein Kilometa longa, rechta und nordöstlicha Nemfluss vom Main im obafränkischn Moakt Mainleus (Landkroas Kulmbach).","Der Zentbach ist ein knapp neun Kilometer langer, rechter und nordöstlicher Nebenfluss des Mains im oberfränkischen Markt Mainleus (Landkreis Kulmbach).",5.0,,False,
A weitare Sengswiadigkeit is's 1979 earichdde Unobhängigkeitsdenkmoi.,Eine weitere Sehenswürdigkeit ist das 1979 errichtete Unabhängigkeitsdenkmal.,5.0,,False,
Prappach is a Stodtei vo da Kroasstod Haßfurt vom Landkroas Haßberge im Regierungsbezirk Untafrankn in Bayern.,Prappach ist Stadtteil der Kreisstadt Haßfurt des Landkreises Haßberge im Regierungsbezirk Unterfranken in Bayern.,5.0,,False,
De wern emfois vom Bundespräsidentn anennt und vom Bundesdogspräsident vaeidigt.,Diese werden ebenfalls vom Bundespräsidenten ernannt und vom Bundestagspräsidenten vereidigt.,5.0,,False,
"Stottdessn hot Hengersberg a Rentamt erhoitn, des 1809 noch Neadaoida valegt und 1823 mit dem vo Degndorf vaeinigt worn is.","Stattdessen erhielt Hengersberg ein Rentamt, das etwa 1809 nach Niederalteich verlegt und etwa 1823 mit dem von Deggendorf vereinigt wurde.",4.0,The dialect sentence misses details,True,
Duachn Ort fiaht de Stootsstroß 2307.,Durch den Ort führt die Staatsstraße 2307.,5.0,,False,
"Da Zuasotz ""am Main"" untascheidt Dettingen vo weitan gleichnomign Ortn.","Der Zusatz ""am Main"" unterscheidet Dettingen von weiteren gleichnamigen Orten.",5.0,,False,
Steineweiler is a Ortstei vo da Groußn Kroasstod Dinkelsbühl im Landkroas Ansbach in Middlfrankn.,"Steineweiler ist ein Gemeindeteil der Großen Kreisstadt Dinkelsbühl im Landkreis Ansbach (Mittelfranken, Bayern).",4.0,The dialect sentence misses details,False,different words
"Bessenbach hod sein Noma vom gleichnomign Bessenbach, der duachs Gmoagebiet fliaßt und in de Aschaff mindt.","Bessenbach hat seinen Namen vom gleichnamigen Bessenbach, der durch das Gemeindegebiet fließt und in die Aschaff mündet.",5.0,,False,
Sitz vo da 1978 grindtn Vawoitungsgmoaschoft is Wackersdorf.,Sitz der 1978 gegründeten Verwaltungsgemeinschaft ist Wackersdorf.,5.0,,False,
"Da BAS findd sei Owendung ba da Oabatsvoabereitung, indem de untaschiedlichn Posiziona vo om Leistungsvazeichnis za Oabatsvoagäng zammgfossd wean.","Der BAS findet seine Anwendung bei der Arbeitsvorbereitung, indem die unterschiedlichen Positionen eines Leistungsverzeichnisses zu Arbeitsvorgängen zusammengefasst werden.",5.0,,False,
Freundstal is a Ortstei vo da Groußn Kroasstod Dinkelsbühl im Landkroas Ansbach in Middlfrankn.,"Freundstal ist ein Gemeindeteil der Großen Kreisstadt Dinkelsbühl im Landkreis Ansbach (Mittelfranken, Bayern).",4.0,The dialect sentence misses details,False,different words
Noch om Beschluss vom Regionoirod isa zum 1. Oktoba 2016 vom Conseil d’État ois endguitiga Nam bstätigd worn.,Nach einem Beschluss des Regionalrats wurde er zum 1. Oktober 2016 vom Conseil d’État als endgültiger Name bestätigt.,5.0,,True,
De Vawoitungsgmoaschoft Babenhausen (amtli: Verwaltungsgemeinschaft Babenhausen) im schwäbischn Landkroas Untaallgai bsteht seit da Gmoagebietsreform am 1. Mai 1978.,Die Verwaltungsgemeinschaft Babenhausen im schwäbischen Landkreis Unterallgäu besteht seit der Gemeindegebietsreform am 1. Mai 1978.,4.0,The dialect sentence adds details,False,
"Vo 950 bis 990 is s Glousta ""Kollegiatstift ""gwen.","Dieses Stift bestand von 950 bis 990, wonach die Benediktinermönche zurückkehrten.",2.0,,False,
"Nochboagmoana san (vo Nordn ogfronga im Uahzoagasinn): Marktbreit, Martinsheim, Gollhofen, Hemmersheim und Ochsenfurt.","Nachbargemeinden sind (von Norden beginnend im Uhrzeigersinn): Marktbreit, Martinsheim, Gollhofen, Hemmersheim und Ochsenfurt.",5.0,,False,
Duach diese Lodungsvaschiebung kriagst a Potenziäudifferenz eine und des is nix aundas ois wiara elektrische Spaunnung.,Diese Ladungsverschiebung bewirkt eine Potentialdifferenz und erzeugt eine elektrische Spannung zwischen den Enden des Leiters.,,,False,
De Buag is aa a Jugndherberg vom DJH.,Die Burg ist auch eine Jugendherberge des DJH.,5.0,,False,
Bis 1978 hod Kleinhögl zua Gmoa Högl gheat.,Bis zu deren Auflösung 1978 gehörte Kleinhögl zur Gemeinde Högl.,4.0,The dialect sentence misses details,True,
"De paradoxe Käidnempfindung entstähd wohrscheins duach a kuazzeidige Entlodung vo de Koidrezeptorn, wo si so ähnli wia a Nozizeptor vahoidn.","Die paradoxe Kälteempfindung entsteht wahrscheinlich durch eine kurzzeitige Entladung der Kaltrezeptoren, die sich dann ähnlich wie ein Nozizeptor verhalten.",5.0,,False,
Fuchsstadt is a Gmoatei vom Moakt Stadtlauringen im untafränkischn Landkroas Schweinfurt mid uma 180 Eihwohna.,Fuchsstadt ist ein Gemeindeteil des Marktes Stadtlauringen im unterfränkischen Landkreis Schweinfurt mit etwa 180 Einwohnern.,5.0,,False,
"Es existian foigende Gemarkung: Grattersdorf, Nabin, Oberaign, Winsing.","Es gibt die Gemarkungen Grattersdorf, Nabin, Oberaign und Winsing.",5.0,,False,
Tebay in The Cumbria Directory.,Tebay in The Cumbria Directory (englisch).,,,False,
A neuchare Auffüahrung håt 2011 bei de Nestroy-Spiele Schwechat ståttg'fund'n.,Eine neuere Aufführung fand 2011 bei den Nestroy-Spielen Schwechat statt.,5.0,,True,
De Gspanschoft Krapina-Zagorje is in 7 Städt und 25 Gmoana gliedad.,Die Gespanschaft Krapina-Zagorje ist in 7 Städte und 25 Gemeinden gegliedert.,5.0,,False,
"Da Saint John River teid's County in Ost - West Richtung, im Noadostn fliassd da Southwest Miramichi River.","Der Saint John River teilt das County in Ost-West-Richtung, im Nordosten fließt der Southwest Miramichi River.",5.0,,False,
Vo duat bis zua Ortsgrenz vo Kälberau hod da Speichenbach koa fests Bochbett.,Von dort bis zur Ortsgrenze von Kälberau hat der Speichenbach kein festes Bachbett.,5.0,,False,
"Da Beziak hod a Fläche vo 2.164 Quadratkilometa, dovo san 19 Quadratkilometa Wossafläche.","Das Drew County hat eine Fläche von 2164 Quadratkilometern, wovon 19 Quadratkilometer Wasserfläche sind.",4.0,,False,different words
Se hod 160.475 Eihwohna (Stand: 2009).,Sie zählt 147.826 Einwohner (Stand: 2017).,4.0,Major factual inconsistency,False,
"Garoowe hod uma 51.000 Eihwohna und is de fimftgreßte Stod vo da Region noch: Boosaaso, Gaalkacyo, Goldogob und Laascaanood.","Garoowe hat etwa 50.000 Einwohner und ist die fünftgrößte Stadt der Region nach Boosaaso, Gaalkacyo, Goldogob und Laascaanood.",4.0,Major factual inconsistency,False,
Von 1851 bis 1859 håt da Binder de Bühnanmusi füa'r etliche Stückln vom Johann Nestroy komponiat.,Von 1851 bis 1859 schrieb er die Bühnenmusik für mehrere Stücke von Johann Nepomuk Nestroy.,4.0,The dialect sentence adds details,True,
Am 1. Mai 1978 is de Eihgmoanung in de Gmoa Mickhausen eafoigt.,Am 1. Mai 1978 erfolgte die Eingemeindung in die Gemeinde Mickhausen.,5.0,,True,
Ob Ofong vom 19. Joarhundad hod Schwarzach mid seim Haptort Seligenporten a eigane Gmoa buidt.,Ab Anfang des 19. Jahrhunderts bildete Schwarzach mit seinem Hauptort Seligenporten eine eigene Gemeinde.,5.0,,True,
"De Gmoa bstähd aus de Orte: ""Gsteig"" und ""Feutersoey"".","Die Gemeinde besteht aus den Orten ""Gsteig"" und ""Feutersoey"".",5.0,,False,
Zwischn 1991 und 2001 is de Eihwohnazoih vo 62.258 af 50.763 gfoin.,Zwischen 1991 und 2001 fiel die Einwohnerzahl von 62.258 auf 50.763.,5.0,,True,
Des Doaf is iwa de Stootsstroß St 2024 zu eareichn.,Das Kirchdorf ist über die Staatsstraße St 2024 zu erreichen.,4.0,The dialect sentence misses details,False,
"Mid seina Frau Pegi hoda 1986 de Schdiftung ""Bridge School ""grind, wou meafoch behindade Kinda a Ausbuidung griang kinna.","1986 gründeten Neil und Pegi Young die Stiftung Bridge School, in der behinderte Kinder eine Ausbildung erfahren können.",4.0,The dialect sentence misses details,False,
Erlenbach am Main (amtli: Erlenbach a.Main) is de greßte Stod im untafränkischn Landkroas Miltenberg.,"Erlenbach am Main (amtlich: ""Erlenbach a.Main"") ist die bevölkerungsreichste Stadt im unterfränkischen Landkreis Miltenberg.",4.0,,False,entails different meaning
"Des hoaßt, de Lodung bleibt im Kondensatoa gspeichat.","Allgemein ausgedrückt, wird dadurch die auf den Elektroden befindliche Ladung vom Kondensator gespeichert.",3.0,The dialect sentence misses details,False,
"De Nochboagmoana san: Brumano (BG), Calolziocorte, Carenno, Lecco, Sant’Omobono Terme (BG) und Vercurago.","Die Nachbargemeinden sind Brumano (BG), Calolziocorte, Carenno, Lecco, Sant’Omobono Terme (BG) und Vercurago.",5.0,,False,
1961 hod a d'Meier Anni gheirat.,Im Jahre 1961 heiratete er Anna Meier; aus der Ehe gingen ein Sohn und eine Tochter hervor.,3.0,The dialect sentence misses details,True,
"Bnennd is da Asteroid noch da Voiksksrepublik Kina, in dea ea entdeckd worn is.","Benannt ist der Asteroid nach der Volksrepublik China, in der er entdeckt wurde.",5.0,,False,
Im 17. und im 18. Joarhundad hod de Siedlung: „Cul-de-Sac-à-Vaches“ ghoassn.,Im 17. und im 18. Jahrhundert hieß die Siedlung „Cul-de-Sac-à-Vaches“.,5.0,,True,
"Monburg is am 1. Mai 1978 noch Heretsried umgliedat worn, Affaltern und Salmannshofen san zu Biberbach kema.","Monburg wurde am 1. Mai 1978 nach Heretsried umgegliedert, Affaltern und Salmannshofen kamen zu Biberbach.",5.0,,True,
Se liegt direkt neadli vo Mailand und is duach de U-Boh-Linie M1 mid diesa Groußstod vabundn.,Sie liegt direkt nördlich von Mailand und ist durch die U-Bahn-Linie M1 mit dieser Großstadt verbunden.,5.0,,False,
Im Joar 2011 hods 198.051 Eihwohna ghod.,Im Jahr 2011 hatte es 198.051 Einwohner.,5.0,,True,
"De Nochboagmoana san Agrigent, Campofranco (CL), Casteltermini, Comitini, Favara, Grotte, Joppolo Giancaxio, Sant’Angelo Muxaro und Santa Elisabetta.","Die Nachbargemeinden sind Agrigent, Campofranco (CL), Casteltermini, Comitini, Favara, Grotte, Joppolo Giancaxio, Sant’Angelo Muxaro und Santa Elisabetta.",5.0,,False,
"De Nochboagmoana san: Avise, Bourg-Saint-Pierre (Schweiz), Courmayeur, Gignod, La Salle, Orsières (Schweiz), Saint-Oyen und Saint-Pierre.","Die Nachbargemeinden heißen Avise, Bourg-Saint-Pierre (Schweiz), Courmayeur, Gignod, La Salle, Orsières (Schweiz), Saint-Oyen und Saint-Pierre.",5.0,,False,
"As westliche Gebiet vo da domoling Woiwodschoft liegt heit in Podlachien, de estliche Hejft in Weißrussland.","Das westliche Gebiet der damaligen Woiwodschaft liegt heute in Podlachien, die östliche Hälfte in Belarus.",5.0,,False,synonym used
"Kuaz voa da ""Kilianstroß"" taucht er wieda ob und tritt donn eascht jenseits vo da ""Rodhausstroß"" wieda offn zudog.","Kurz vor der ""Kilianstraße"" taucht er wieder ab und tritt dann erst jenseits der ""Rathausstraße"" wieder offen zutage.",5.0,,False,
As Hochsää-Passaschiaschiff zeichnd se duach umfongreiche Afbautn mid meahran Schiffsdecks aus.,Das Hochsee-Passagierschiff zeichnet sich durch umfangreiche Aufbauten mit mehreren Schiffsdecks aus.,5.0,,False,
Hamilton County is a Beziak im Bundesstoot New York in da USA.,Hamilton County ist ein County im Bundesstaat New York der Vereinigten Staaten.,5.0,,False,synonym used
"On iahra westlichn Spitz liegd de Landzunga Ristna (""Ristna neem"") mid iahm Leichttuam (""Ristna tuletorn"").","An ihrer westlichen Spitze liegt die Landzunge Ristna (""Ristna neem"") mit ihrem Leuchtturm (""Ristna tuletorn"").",5.0,,False,
Da oanzige Ort on seim Valaff is emfois Kleinwechsungen.,Der einzige Ort an seinem Verlauf ist ebenfalls Kleinwechsungen.,5.0,,False,
Diesa hod se am 1. Juli 1972 midm Landkroas Alzenau in Unterfranken zum neien Landkroas Aschaffenburg zammgschlossn.,Dieser schloss sich am 1. Juli 1972 mit dem Landkreis Alzenau in Unterfranken zum neuen Landkreis Aschaffenburg zusammen.,5.0,,True,
Siegertshofen is a Pforrdoaf und Ortstei vom Moakt Fischach im schwäbischn Landkroas Augschburg in Bayern und liegt in de Stauden.,Siegertshofen ist ein Pfarrdorf und Ortsteil des Marktes Fischach im schwäbischen Landkreis Augsburg in Bayern und liegt in den Stauden.,5.0,,False,
"De Aassproch is je noch Sproch untaschiedlich, zum Beispui im Russischn //, im Buigarischn //.","Die Aussprache ist je nach Sprache unterschiedlich, zum Beispiel im Russischen , im Bulgarischen .",,,False,both are incomplete
"Seit 1879 gibt's a Pferdetramwaylinie wo da ""Stettiner Straßen-Eisenbahn Gesellschaft"".","Am 25. März 1879 wurde das Unternehmen ""Stettiner Straßen-Eisenbahn-Gesellschaft"" gegründet, von dieser Gesellschaft sollten die Straßenbahnlinien betrieben werden.",3.0,Different details,True,
"Da Beziak hod a Fläche vo 3020 Quadratkilometa, dovo san 15 Quadratkilometa Wossafläche.","Es hat eine Fläche von 3020 Quadratkilometern, wovon 15 Quadratkilometer Wasserfläche des Toledo Bend Reservoirs sind.",4.0,Different details,False,
"Es is duach a Kollektivsuffix -""ahi"" obgleit, so doss se ois Eaklearung ""Eschengehöjz"" eagibt.","Es wurde durch ein Kollektivsuffix – ""ahi"" abgeleitet, so dass sich als Erklärung ""Eschengehölz"" ergibt.",5.0,,False,
Da Sitz vo da Vawoitung is Pikeville.,Der Verwaltungssitz (County Seat) ist Pikeville.,4.0,The dialect sentence misses details,False,
"De Nochboagmoana san: Ayas, Challand-Saint-Anselme, Emarèse, Gaby, Gressoney-Saint-Jean, Issime, Saint-Vincent.","Die Nachbargemeinden sind Ayas, Challand-Saint-Anselme, Émarèse, Gaby, Gressoney-Saint-Jean, Issime, Saint-Vincent.",5.0,,False,
Seit ana Gebietsrefoam 2012 is de Kroasstod flächn- und eihwohnamäßig identisch mid'm Landkroas.,Seit einer Gebietsreform 2012 ist die Kreisstadt flächen- und einwohnermäßig identisch mit dem Landkreis.,5.0,,False,
1912 san in Wiesethbruck 33 Haisa gstondn.,1806 kam Wiesethbruck an das Königreich Bayern.,2.0,,False,
Dee Stempelhöhe is mid da zwoathechste Gipfe vom Hahnenkammhöhenzug im Spessart im bayerischn Landkroas Aschaffenburg in Deitschland.,Die Stempelhöhe ist mit der zweithöchste Gipfel des Hahnenkammhöhenzuges im Spessart im bayerischen Landkreis Aschaffenburg in Deutschland.,5.0,,False,
Da Sitz vo da Vawoitung is Monroeville.,Der Sitz der Countyverwaltung (County Seat) befindet sich in Monroeville.,4.0,The dialect sentence misses details,False,
De Provinz L’Aquila is deshoib haifig vo Eadbebn hoamgsuacht worn.,Die Provinz L’Aquila wurde deshalb häufig von Erdbeben heimgesucht.,5.0,,True,
Im Joahr 1978 håt ma's wiearum heag'stöit und aum 20. Mäaz aum oid'n Plåtz aufbaut.,Im Jahre 1978 wurde sie wieder hergestellt und am 20. März dieses Jahres am alten Platz aufgestellt.,4.0,The dialect sentence misses details,True,
"Sein Nam hod Nugaal vom Fluss Nugaal bzw. Nogal, in dessn Toi (Nugaal-Toi oda Nogal-Toi) de Region liegt.","Seinen Namen hat Nugaal vom Fluss Nugaal bzw. Nogal, in dessen Tal (Nugaaleed-Tal oder Nogal-Tal) die Region liegt.",5.0,,False,
Diese is im Zug vo da Gebietsreform in Bayern am 1. Jenna 1972 in an Moakt Inchenhofen eihgliedat worn.,Die Gemeinde Oberbachern wurde im Zuge der Gemeindegebietsreform am 1. Januar 1972 in den Markt Inchenhofen eingegliedert.,4.0,Different details,True,different phrasing
Se is de Gebuatsstod vom Astronaut Neil Armstrong und Sitz vo da Countyvawoitung (County Seat) vom Auglaize County.,Sie ist die Geburtsstadt des Astronauten Neil Armstrong und Sitz der Countyverwaltung (County Seat) des Auglaize Countys.,5.0,,False,
"Um 1240 hod da Ort Machamshoven ghoaßn, im 12. Joarhundad vamutli ""Fuklingen"".","Um 1240 hieß der Ort Machamshoven, im 12. Jahrhundert vermutlich Fuklingen.",5.0,,True,
Nochm Ort is de ois Natuadenkmoi ausgwiesane Zittenfeldener Quelle bnennt.,Nach dem Ort wurde die als Naturdenkmal ausgewiesene Zittenfeldener Quelle benannt.,5.0,,True,
"Duach de modularität vo MinWin ham de Forscha mehra Meglichkeitn kot und des Konzept ""Library OS"" entworfa.","Durch die Modularität von MinWin hatten die Forscher mehrere Möglichkeiten und das Konzept ""Library OS"" entworfen.",,,False,idk kot
"Da Ortsnoma deit drauf hi, doss Steinsfeld scho im 8. Joarhundad entstondn is.","Der Ortsname deutet darauf hin, dass Steinsfeld bereits im 8. Jahrhundert entstand.",5.0,,False,
Évellys is a Gmoa in da Bretagne im Westn vo Frankreich.,Évellys ist eine französische Gemeinde mit Einwohnern (Stand: ) im Département Morbihan in der Region Bretagne.,,,False,German is incomplete
"558/59 haum hunnische Kutiguren untan Zabergan, mid slawische Stämm de Donau iwasezt.",An den Läufen der unteren Wolga siedelten noch Reste der Hunno-Bulgaren.,,,False,
Ea umfossd ejf Gmoana aus de Arrondissements: Rodez und Villefranche-de-Rouergue.,Er umfasst elf Gemeinden aus den Arrondissements Rodez und Villefranche-de-Rouergue.,5.0,,False,
Adelsreuth is a Ortstei vo da obabayerischn Gmoa Eurasburg im Landkroas Bad Däiz-Woifradshausn.,Adelsreuth ist ein Ortsteil der oberbayerischen Gemeinde Eurasburg im Landkreis Bad Tölz-Wolfratshausen.,5.0,,False,
Itzlishofen gheat zua katholischn Pforrei Sankt Vitus in Willmatshofen.,Itzlishofen gehört zur katholischen Pfarrei Sankt Vitus in Willmatshofen.,5.0,,False,
Des Gmoagebiet umfosst a Fläch vo 5 km².,Das Gemeindegebiet umfasst eine Fläche von 5 km².,5.0,,False,
Puebla gliedad se in 217 Municipios.,Puebla gliedert sich in 217 Municipios.,5.0,,False,
"Nochbargemarkunga im Uahzeigrsinn im Noadn ofangend san Oberwittbach, Rettersheim, Trennfeld, Kreuzwertheim, Wiebelbach und Röttbach.","Nachbargemarkungen im Uhrzeigersinn im Norden beginnend sind Oberwittbach, Rettersheim, Trennfeld, Kreuzwertheim, Wiebelbach und Röttbach.",5.0,,False,
Da Steinlohbach is a Zuafluss vo da Gregnitz in da Gmoa Nagel im obafränkischn Landkroas Wunsiedel im Fichtelgebirge in Nordostbayern.,Der Steinlohbach ist ein Zufluss der Gregnitz in der Gemeinde Nagel im oberfränkischen Landkreis Wunsiedel im Fichtelgebirge in Nordostbayern.,5.0,,False,
In dem aa zan Natuareseavat eakleadn Gebiet om Ufa van Kalmarsund stenga uma 120 vo dena Rauken gnenndn Koichstoasajn.,In dem auch zum Naturreservat erklärten Gebiet am Ufer des Kalmarsunds stehen etwa 120 dieser Rauken genannten Kalksteinsäulen.,5.0,,False,
"Am 1. Juli 1862 is des Bezirksomt Alzenau buidt worn, auf dessn Vawoitungsgebiet Rothengrund gleng is.","Am 1. Juli 1862 wurde das Bezirksamt Alzenau gebildet, auf dessen Verwaltungsgebiet Rothengrund lag.",5.0,,True,
"Mid Auflesung vom Landkroas Alzenau im Joar 1972 is Molkenberg in an nei buidtn Landkroas Aschaffenburg (Kfz-Kennzeichn ""AB"") kumma.","Mit Auflösung des Landkreises Alzenau im Jahre 1972 kam Molkenberg in den neu gebildeten Landkreis Aschaffenburg (Kfz-Kennzeichen ""AB"").",5.0,,False,
"Da ""Grießbach"" hod sei Quej östli vo Kosbrunn.","Der ""Grießbach"" hat seine Quelle östlich von Kosbrunn.",5.0,,False,
"Da ""Diedenbachl"", a Nemfluss vo da Rauhen Ebrach duachfliaßtn Ort.","Das Diedenbachl, ein Nebengewässer der Rauhen Ebrach, durchfließt den Ort.",5.0,,False,
787 is da Heazog a za an Reichstog in Worms glodn gwest.,Im Jahr 757 übernahm Herzog Tassilo III. die Alleinregierung in Baiern.,,,False,
De BAB 7 teit Geiersnest-Ost in zwoa trennde Bereiche.,Die Bundesautobahn 7 teilt Geiersnest-Ost in zwei getrennte Bereiche.,5.0,,False,synonym used
Vui Eihwohna pendln ins 20 km entfeante Niamberg.,Viele Einwohner pendeln in das 20 km entfernte Nürnberg.,5.0,,False,
De Studland Bay is Tei vo da Jurassic Coast (a Wejdnatuaerbe).,Die Studland Bay ist Teil der Jurassic Coast (ein Weltnaturerbe).,5.0,,False,
Ea liegd im Distrikt Lubombo.,Er liegt in der Region Lubombo.,4.0,,False,different words
"Ermetzhofen is zum easchtn Moi im Joar 1288 eawähnt, es is vo Ergersheim aus grindt worn.","Aus einer Urkunde von 1288 geht hervor, das Ermetzhofen ein Ausgründung von Ergersheim war.",3.0,Different details,True,different phrasing
De jetzige Mui is 1746 baut worn.,Die jetzige Mühle wurde 1746 erbaut.,5.0,,True,
